VIN,ITOT,VOUT,VDROP
3.3,+3.211909E-03,1.98892726,1.00202031
3.2,+3.198266E-03,1.98878685,1.00205175
3.1,+3.187132E-03,1.98872303,1.00199816
3.0,+3.175988E-03,1.98866938,1.00201469
2.9,+3.161236E-03,1.98863981,1.00200994
2.8,+3.127432E-03,1.98871679,1.00201879
2.7,+3.005080E-03,1.96604202,1.00201948
2.6,+2.720443E-03,1.87174008,1.00201627
2.5,+2.429487E-03,1.77677047,1.00198536
2.4,+2.136944E-03,1.68196917,1.00200372
2.3,+1.845699E-03,1.58765988,1.00198827
2.2,+1.557269E-03,1.49428081,1.00201421
2.1,+1.271600E-03,1.40187924,1.0020099
2.0,+9.906414E-04,1.3110075,1.00201158
