VIN,VOUT
0.0,-1.77684797842082
0.001,-1.775693525486436
0.002,-1.774546982169277
0.003,-1.773407961144537
0.004,-1.772276093028064
0.005,-1.771151025702999
0.006,-1.770028575367798
0.007,-1.768916278179757
0.008,-1.76780980918135
0.009,-1.766708887696035
0.01,-1.765613234431999
0.011,-1.76452258345466
0.012,-1.763436695882781
0.013,-1.762355319824072
0.014,-1.76127823375873
0.015,-1.760205228454769
0.016,-1.759136090647665
0.017,-1.758070630874552
0.018,-1.757008668938532
0.019,-1.755950013941642
0.02,-1.754894508199281
0.021,-1.75384199408867
0.022,-1.752792313163338
0.023,-1.751745325523842
0.024,-1.750700897644394
0.025,-1.749658891063914
0.026,-1.748619191215056
0.027,-1.747581676260113
0.028,-1.746546239836896
0.029,-1.745512766986838
0.03,-1.744481159299111
0.031,-1.743451324648025
0.032,-1.74242317247575
0.033,-1.741396611073456
0.034,-1.740371567275734
0.035,-1.739347953724939
0.036,-1.738325701270912
0.037,-1.737304742020242
0.038,-1.736285005309857
0.039,-1.735266428912364
0.04,-1.734248952859653
0.041,-1.733232519273584
0.042,-1.732217073886736
0.043,-1.731202563268675
0.044,-1.730188946862794
0.045,-1.729176163399148
0.046,-1.728164182759345
0.047,-1.72715295469515
0.048,-1.726142441362279
0.049,-1.725132616122109
0.05,-1.724123423355527
0.051,-1.723114836468213
0.052,-1.722106822325871
0.053,-1.721099359591672
0.054,-1.720092403505648
0.055,-1.719085936505449
0.056,-1.718079929672309
0.057,-1.717074357961143
0.058,-1.716069195455634
0.059,-1.715064420387434
0.06,-1.714060014972877
0.061,-1.713055952172998
0.062,-1.712052214124815
0.063,-1.711048783084002
0.064,-1.710045644160981
0.065,-1.70904277588919
0.066,-1.708040162554528
0.067,-1.707037796434168
0.068,-1.706035653609333
0.069,-1.705033717448601
0.07,-1.704031989715085
0.071,-1.703030439709338
0.072,-1.702029070016833
0.073,-1.701027862714766
0.074,-1.700026804937243
0.075,-1.699025895402107
0.076,-1.698025120136997
0.077,-1.697024469985739
0.078,-1.696023939636468
0.079,-1.695023518798399
0.08,-1.694023201238681
0.081,-1.693022979088767
0.082,-1.692022842021371
0.083,-1.691022783542247
0.084,-1.690022793536165
0.085,-1.689022868957859
0.086,-1.688023004340509
0.087,-1.687023189179836
0.088,-1.686023424396938
0.089,-1.685023694216265
0.09,-1.684024001667533
0.091,-1.683024337941143
0.092,-1.682024698467456
0.093,-1.681025074245789
0.094,-1.680025473537878
0.095,-1.679025875671568
0.096,-1.678026284937344
0.097,-1.677026694440265
0.098,-1.676027095596446
0.099,-1.675027495822699
0.1000000000000001,-1.674027883498297
0.1010000000000001,-1.67302825298527
0.1020000000000001,-1.672028605279614
0.1030000000000001,-1.671028936167751
0.1040000000000001,-1.67002924036134
0.1050000000000001,-1.669029513837097
0.1060000000000001,-1.668029753750927
0.1070000000000001,-1.667029957369947
0.1080000000000001,-1.666030124710091
0.1090000000000001,-1.665030245889647
0.1100000000000001,-1.664030320561993
0.1110000000000001,-1.663030351662472
0.1120000000000001,-1.662030333998454
0.1130000000000001,-1.661030255578045
0.1140000000000001,-1.660030124839096
0.1150000000000001,-1.659029935777992
0.1160000000000001,-1.658029682882827
0.1170000000000001,-1.657029366159934
0.1180000000000001,-1.656028983729471
0.1190000000000001,-1.655028534538862
0.1200000000000001,-1.654028016691329
0.1210000000000001,-1.653027425694569
0.1220000000000001,-1.652026762285669
0.1230000000000001,-1.651026021519763
0.1240000000000001,-1.650025201813558
0.1250000000000001,-1.6490243034954
0.1260000000000001,-1.64802332704055
0.1270000000000001,-1.647022269546177
0.1280000000000001,-1.64602112586387
0.1290000000000001,-1.64501989744709
0.1300000000000001,-1.644018590342467
0.1310000000000001,-1.643017193241713
0.1320000000000001,-1.642015706119127
0.1330000000000001,-1.641014139243318
0.1340000000000001,-1.640012482313134
0.1350000000000001,-1.639010736496193
0.1360000000000001,-1.638008906088053
0.1370000000000001,-1.637006982817993
0.1380000000000001,-1.636004977814357
0.1390000000000001,-1.63500288723702
0.1400000000000001,-1.634000706867781
0.1410000000000001,-1.632998442607908
0.1420000000000001,-1.631996091431186
