"VOUT_LOAD (Temp=0,VREF_LOAD=0.05) X","VOUT_LOAD (Temp=0,VREF_LOAD=0.05) Y","VOUT_LOAD (Temp=0,VREF_LOAD=0.25) X","VOUT_LOAD (Temp=0,VREF_LOAD=0.25) Y","VOUT_LOAD (Temp=0,VREF_LOAD=0.45) X","VOUT_LOAD (Temp=0,VREF_LOAD=0.45) Y","VOUT_LOAD (Temp=0,VREF_LOAD=0.65) X","VOUT_LOAD (Temp=0,VREF_LOAD=0.65) Y","VOUT_LOAD (Temp=0,VREF_LOAD=0.85) X","VOUT_LOAD (Temp=0,VREF_LOAD=0.85) Y","VOUT_LOAD (Temp=27,VREF_LOAD=0.05) X","VOUT_LOAD (Temp=27,VREF_LOAD=0.05) Y","VOUT_LOAD (Temp=27,VREF_LOAD=0.25) X","VOUT_LOAD (Temp=27,VREF_LOAD=0.25) Y","VOUT_LOAD (Temp=27,VREF_LOAD=0.45) X","VOUT_LOAD (Temp=27,VREF_LOAD=0.45) Y","VOUT_LOAD (Temp=27,VREF_LOAD=0.65) X","VOUT_LOAD (Temp=27,VREF_LOAD=0.65) Y","VOUT_LOAD (Temp=27,VREF_LOAD=0.85) X","VOUT_LOAD (Temp=27,VREF_LOAD=0.85) Y","VOUT_LOAD (Temp=125,VREF_LOAD=0.05) X","VOUT_LOAD (Temp=125,VREF_LOAD=0.05) Y","VOUT_LOAD (Temp=125,VREF_LOAD=0.25) X","VOUT_LOAD (Temp=125,VREF_LOAD=0.25) Y","VOUT_LOAD (Temp=125,VREF_LOAD=0.45) X","VOUT_LOAD (Temp=125,VREF_LOAD=0.45) Y","VOUT_LOAD (Temp=125,VREF_LOAD=0.65) X","VOUT_LOAD (Temp=125,VREF_LOAD=0.65) Y","VOUT_LOAD (Temp=125,VREF_LOAD=0.85) X","VOUT_LOAD (Temp=125,VREF_LOAD=0.85) Y","VOUT_LOAD (Temp=-55,VREF_LOAD=0.05) X","VOUT_LOAD (Temp=-55,VREF_LOAD=0.05) Y","VOUT_LOAD (Temp=-55,VREF_LOAD=0.25) X","VOUT_LOAD (Temp=-55,VREF_LOAD=0.25) Y","VOUT_LOAD (Temp=-55,VREF_LOAD=0.45) X","VOUT_LOAD (Temp=-55,VREF_LOAD=0.45) Y","VOUT_LOAD (Temp=-55,VREF_LOAD=0.65) X","VOUT_LOAD (Temp=-55,VREF_LOAD=0.65) Y","VOUT_LOAD (Temp=-55,VREF_LOAD=0.85) X","VOUT_LOAD (Temp=-55,VREF_LOAD=0.85) Y","VOUT_LOAD (Temp=-100,VREF_LOAD=0.05) X","VOUT_LOAD (Temp=-100,VREF_LOAD=0.05) Y","VOUT_LOAD (Temp=-100,VREF_LOAD=0.25) X","VOUT_LOAD (Temp=-100,VREF_LOAD=0.25) Y","VOUT_LOAD (Temp=-100,VREF_LOAD=0.45) X","VOUT_LOAD (Temp=-100,VREF_LOAD=0.45) Y","VOUT_LOAD (Temp=-100,VREF_LOAD=0.65) X","VOUT_LOAD (Temp=-100,VREF_LOAD=0.65) Y","VOUT_LOAD (Temp=-100,VREF_LOAD=0.85) X","VOUT_LOAD (Temp=-100,VREF_LOAD=0.85) Y"
1e-09,0.1375159824527317,1e-09,0.5081923645212523,1e-09,0.9051462203141531,1e-09,1.303909261716313,1e-09,1.703160734776863,1e-09,0.2507689472095824,1e-09,0.5131211055449918,1e-09,0.9077340676494847,1e-09,1.30567312825727,1e-09,1.704401778659507,1e-09,1.278340715194009,1e-09,1.278339086659106,1e-09,1.278351749650955,1e-09,1.327281474112288,1e-09,1.71616690204179,1e-09,0.1131233593719731,1e-09,0.5025310106498451,1e-09,0.9015089967103652,1e-09,1.301066172435159,1e-09,1.700777232404221,1e-09,0.1069583087617353,1e-09,0.5014678429593689,1e-09,0.9010991519503029,1e-09,1.300914467014603,1e-09,1.700784548802254
1.258925411794167e-09,0.1375081549784384,1.258925411794167e-09,0.508192159505346,1.258925411794167e-09,0.905146166299821,1.258925411794167e-09,1.303909239378693,1.258925411794167e-09,1.703160724255143,1.258925411794167e-09,0.2507343165711263,1.258925411794167e-09,0.5131206810495957,1.258925411794167e-09,0.9077339739865994,1.258925411794167e-09,1.305673088456703,1.258925411794167e-09,1.704401759825859,1.258925411794167e-09,1.278335475171037,1.258925411794167e-09,1.27833573403787,1.258925411794167e-09,1.278336434820168,1.258925411794167e-09,1.327280292947416,1.258925411794167e-09,1.716166797457045,1.258925411794167e-09,0.1131215459509706,1.258925411794167e-09,0.5025309455206534,1.258925411794167e-09,0.9015089792036343,1.258925411794167e-09,1.301066164922747,1.258925411794167e-09,1.700777228455435,1.258925411794167e-09,0.1069575445898771,1.258925411794167e-09,0.5014678264186335,1.258925411794167e-09,0.9010991468274636,1.258925411794167e-09,1.300914464442937,1.258925411794167e-09,1.700784549505227
1.584893192461114e-09,0.137498310355128,1.584893192461114e-09,0.5081919014560512,1.584893192461114e-09,0.9051460983068134,1.584893192461114e-09,1.303909211184519,1.584893192461114e-09,1.703160710995003,1.584893192461114e-09,0.2506907211397219,1.584893192461114e-09,0.5131201467696231,1.584893192461114e-09,0.9077338560842747,1.584893192461114e-09,1.30567303835431,1.584893192461114e-09,1.704401736064624,1.584893192461114e-09,1.2783161951783,1.584893192461114e-09,1.2783164540421,1.584893192461114e-09,1.278317155009253,1.584893192461114e-09,1.3272788065617,1.584893192461114e-09,1.716166665799055,1.584893192461114e-09,0.1131192644378401,1.584893192461114e-09,0.5025308635053616,1.584893192461114e-09,0.9015089571662707,1.584893192461114e-09,1.301066155453499,1.584893192461114e-09,1.700777223483525,1.584893192461114e-09,0.1069565834072742,1.584893192461114e-09,0.5014678055945165,1.584893192461114e-09,0.9010991401669823,1.584893192461114e-09,1.300914461203768,1.584893192461114e-09,1.700784547703249
1.99526231496888e-09,0.1374859318680011,1.99526231496888e-09,0.5081915766530879,1.99526231496888e-09,0.9051460127173018,1.99526231496888e-09,1.303909175692654,1.99526231496888e-09,1.703160694302352,1.99526231496888e-09,0.250635838994724,1.99526231496888e-09,0.5131194743079834,1.99526231496888e-09,0.907733707669115,1.99526231496888e-09,1.305672975283488,1.99526231496888e-09,1.70440170615262,1.99526231496888e-09,1.278291923751997,1.99526231496888e-09,1.278292182622369,1.99526231496888e-09,1.278292883679805,1.99526231496888e-09,1.327276936501303,1.99526231496888e-09,1.71616650006095,1.99526231496888e-09,0.1131163944758994,1.99526231496888e-09,0.502530760273609,1.99526231496888e-09,0.9015089294256953,1.99526231496888e-09,1.30106614353322,1.99526231496888e-09,1.700777217224571,1.99526231496888e-09,0.1069553743947212,1.99526231496888e-09,0.5014677793831005,1.99526231496888e-09,0.9010991317827179,1.99526231496888e-09,1.300914457126149,1.99526231496888e-09,1.700784545434831
2.511886431509581e-09,0.1374703722462392,2.511886431509581e-09,0.508191167848387,2.511886431509581e-09,0.9051459049801508,2.511886431509581e-09,1.303909131015015,2.511886431509581e-09,1.703160673288951,2.511886431509581e-09,0.2505667492138108,2.511886431509581e-09,0.513118628122431,2.511886431509581e-09,0.9077335208494371,2.511886431509581e-09,1.305672895888937,2.511886431509581e-09,1.704401668498204,2.511886431509581e-09,1.278261368652095,2.511886431509581e-09,1.278261627530467,2.511886431509581e-09,1.278262328701624,2.511886431509581e-09,1.327274583129236,2.511886431509581e-09,1.716166291424087,2.511886431509581e-09,0.1131127850364193,2.511886431509581e-09,0.5025306303432377,2.511886431509581e-09,0.9015088945068567,2.511886431509581e-09,1.301066128527745,2.511886431509581e-09,1.700777209345502,2.511886431509581e-09,0.1069538539912076,2.511886431509581e-09,0.5014677463921643,2.511886431509581e-09,0.9010991212287847,2.511886431509581e-09,1.300914451993138,2.511886431509581e-09,1.700784542579235
3.16227766016838e-09,0.1374508217228325,3.16227766016838e-09,0.5081906533490315,3.16227766016838e-09,0.9051457693687393,3.16227766016838e-09,1.30390907477548,3.16227766016838e-09,1.703160646836863,3.16227766016838e-09,0.2504797746919031,3.16227766016838e-09,0.5131175631343584,3.16227766016838e-09,0.9077332856952994,3.16227766016838e-09,1.305672795948054,3.16227766016838e-09,1.70440162109817,3.16227766016838e-09,1.278222903348847,3.16227766016838e-09,1.278223162240462,3.16227766016838e-09,1.278223863554032,3.16227766016838e-09,1.327271622375516,3.16227766016838e-09,1.716166028789673,3.16227766016838e-09,0.1131082467611021,3.16227766016838e-09,0.5025304668192284,3.16227766016838e-09,0.9015088505537499,3.16227766016838e-09,1.30106610963897,3.16227766016838e-09,1.70077719942712,3.16227766016838e-09,0.1069519440492113,3.16227766016838e-09,0.5014677048705668,3.16227766016838e-09,0.9010991079441085,3.16227766016838e-09,1.300914445531702,3.16227766016838e-09,1.700784538984525
3.981071705534974e-09,0.1374262688860691,3.981071705534974e-09,0.508190006021679,3.981071705534974e-09,0.9051455986783786,3.981071705534974e-09,1.303909003984052,3.981071705534974e-09,1.703160613539164,3.981071705534974e-09,0.2503702871535443,3.981071705534974e-09,0.5131162230452458,3.981071705534974e-09,0.907732989713829,3.981071705534974e-09,1.30567267014727,3.981071705534974e-09,1.7044015614315,3.981071705534974e-09,1.278174480449703,3.981071705534974e-09,1.278174739353688,3.981071705534974e-09,1.278175440848041,3.981071705534974e-09,1.327267898119548,3.981071705534974e-09,1.716165698190292,3.981071705534974e-09,0.1131025424849353,3.981071705534974e-09,0.5025302610317479,3.981071705534974e-09,0.9015087952313088,3.981071705534974e-09,1.301066085862583,3.981071705534974e-09,1.700777186941842,3.981071705534974e-09,0.1069495426773399,3.981071705534974e-09,0.5014676526162426,3.981071705534974e-09,0.9010990912227701,3.981071705534974e-09,1.300914437398255,3.981071705534974e-09,1.700784534459481
5.011872336272725e-09,0.137395453059865,5.011872336272725e-09,0.5081891913777034,5.011872336272725e-09,0.9051453838462391,5.011872336272725e-09,1.303908914878707,5.011872336272725e-09,1.703160571625407,5.011872336272725e-09,0.2502324614573669,5.011872336272725e-09,0.5131145370044907,5.011872336272725e-09,0.9077326171903827,5.011872336272725e-09,1.305672511800932,5.011872336272725e-09,1.704401486325815,5.011872336272725e-09,1.278113522874413,5.011872336272725e-09,1.27811378179505,5.011872336272725e-09,1.278114483515783,5.011872336272725e-09,1.327263214482915,5.011872336272725e-09,1.716165282050159,5.011872336272725e-09,0.1130953755638202,5.011872336272725e-09,0.5025300020826715,5.011872336272725e-09,0.9015087256022972,5.011872336272725e-09,1.301066055934911,5.011872336272725e-09,1.700777171225751,5.011872336272725e-09,0.1069465263388583,5.011872336272725e-09,0.5014675868608734,5.011872336272725e-09,0.9010990701767302,5.011872336272725e-09,1.300914427160464,5.011872336272725e-09,1.70078452876347
6.309573444801935e-09,0.1373568069226753,6.309573444801935e-09,0.5081881664454199,6.309573444801935e-09,0.9051451134746449,6.309573444801935e-09,1.303908802726714,6.309573444801935e-09,1.703160518867934,6.309573444801935e-09,0.2500589665239784,6.309573444801935e-09,0.5131124160378038,6.309573444801935e-09,0.9077321483618681,6.309573444801935e-09,1.305672312498221,6.309573444801935e-09,1.704401391789543,6.309573444801935e-09,1.278036786972135,6.309573444801935e-09,1.278037045915197,6.309573444801935e-09,1.278037747921217,6.309573444801935e-09,1.327257325920709,6.309573444801935e-09,1.716164758255579,6.309573444801935e-09,0.1130863755782052,6.309573444801935e-09,0.5025296762783146,6.309573444801935e-09,0.9015086379727889,6.309573444801935e-09,1.301066018266171,6.309573444801935e-09,1.70077715144345,6.309573444801935e-09,0.1069427397392754,6.309573444801935e-09,0.5014675041255839,6.309573444801935e-09,0.901099043689061,6.309573444801935e-09,1.300914414274401,6.309573444801935e-09,1.700784521593699
7.943282347242819e-09,0.1373083882641317,7.943282347242819e-09,0.5081868771510699,7.943282347242819e-09,0.9051447732332359,7.943282347242819e-09,1.30390866157531,7.943282347242819e-09,1.703160452464173,7.943282347242819e-09,0.2498405768256631,7.943282347242819e-09,0.5131097484827873,7.943282347242819e-09,0.9077315585192599,7.943282347242819e-09,1.305672061659914,7.943282347242819e-09,1.704401272801046,7.943282347242819e-09,1.277940190338031,7.943282347242819e-09,1.277940449309088,7.943282347242819e-09,1.277941151673608,7.943282347242819e-09,1.327249924968765,7.943282347242819e-09,1.71616409898746,7.943282347242819e-09,0.1130750809632445,7.943282347242819e-09,0.5025292664208046,7.943282347242819e-09,0.9015085276984742,7.943282347242819e-09,1.301065970856652,7.943282347242819e-09,1.700777126543888,7.943282347242819e-09,0.1069379896302732,7.943282347242819e-09,0.5014674000405541,7.943282347242819e-09,0.901099010355296,7.943282347242819e-09,1.300914398055859,7.943282347242819e-09,1.700784512569203
