IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.441748E-04,1.51677353,1.47722462,1.4794001470588236
0.0003,+1.140918E-03,1.51667174,1.42488845,1.4265401470588235
0.0005,+1.334144E-03,1.51662539,1.37262427,1.3736801470588236
0.001,+1.815156E-03,1.51662155,1.24229473,1.2415301470588234
0.002,+2.774967E-03,1.51656973,0.981495135,0.9772301470588235
0.003,+3.730667E-03,1.51659927,0.720866871,0.7129301470588235
0.004,+4.686902E-03,1.5166286,0.460331618,0.4486301470588234
0.005,+5.646870E-03,1.51679069,0.199128236,0.18433014705882345
0.006,+6.602600E-03,1.51685937,-0.061252953,-0.07996985294117676
0.007,+7.559306E-03,1.51683368,-0.321073765,-0.34426985294117673
0.008,+8.517169E-03,1.51670317,-0.581702402,-0.6085698529411765
0.009,+9.475192E-03,1.51662092,-0.842176122,-0.8728698529411765
0.01,+1.043356E-02,1.51656254,-1.10257095,-1.137169852941177
