IL,ITOT,VOUT,VDROP,VISET
0.0001,+1.004262E-03,0.735097875,0.685390614,0.6762907352941177
0.0003,+1.196508E-03,0.73491909,0.63324717,0.6234307352941176
0.0005,+1.391046E-03,0.734787964,0.581193168,0.5705707352941176
0.001,+1.871685E-03,0.734729701,0.450826663,0.43842073529411757
0.002,+2.832126E-03,0.73474137,0.18950501,0.17412073529411753
0.003,+3.787760E-03,0.734902648,-0.0709799294,-0.09017926470588244
0.004,+4.741374E-03,0.734694326,-0.330909262,-0.35447926470588254
0.005,+5.696712E-03,0.734608126,-0.591247109,-0.6187792647058825
0.006,+6.653117E-03,0.734674809,-0.851658097,-0.8830792647058825
0.007,+7.605228E-03,0.734675321,-1.11204372,-1.1473792647058825
0.008,+8.560652E-03,0.734718173,-1.37237431,-1.4116792647058827
0.009,+9.518579E-03,0.734689307,-1.63277876,-1.6759792647058827
0.01,+1.048018E-02,0.734667614,-1.8929381,-1.9402792647058826
