IL,ITOT,VOUT,VDROP
0.0001,+2.974016E-03,1.09368812,0.511815959
0.0003,+3.163024E-03,1.09373122,0.459894651
0.0005,+3.361220E-03,1.09391755,0.40773538
0.001,+3.859449E-03,1.09394045,0.277324873
0.002,+4.854888E-03,1.09367738,0.0156046118
0.003,+5.845695E-03,1.09375782,-0.245068657
0.004,+6.835941E-03,1.09387507,-0.505183633
0.005,+7.823952E-03,1.09390361,-0.7657449
0.006,+8.815245E-03,1.09394132,-1.02658781
0.007,+9.805822E-03,1.0942043,-1.28741541
0.008,+1.049991E-02,1.09381168,-1.54825085
0.009,+1.049989E-02,1.03463861,-1.80907771
0.01,+1.049989E-02,0.767614217,-2.06967657
