IL,ITOT,VOUT,VDROP
0.0001,+3.749250E-03,1.49241022,0.710232795
0.0003,+3.936268E-03,1.49239096,0.65804586
0.0005,+4.132418E-03,1.49251913,0.605841685
0.001,+4.627640E-03,1.49222532,0.475370036
0.002,+5.622814E-03,1.49253676,0.213642996
0.003,+6.613682E-03,1.49285121,-0.0472141045
0.004,+7.600376E-03,1.49279158,-0.307195678
0.005,+8.591256E-03,1.49299451,-0.568140595
0.006,+9.581458E-03,1.49301603,-0.829029516
0.007,+1.049992E-02,1.49294305,-1.0899471
0.008,+1.049991E-02,1.40737687,-1.35064007
0.009,+1.049991E-02,1.19172623,-1.61152076
0.01,+1.049990E-02,0.963233585,-1.87244703
