IL,ITOT,VOUT,VDROP
0.0001,+4.137991E-03,1.69135587,0.809394457
0.0003,+4.323560E-03,1.69135844,0.757150438
0.0005,+4.519493E-03,1.6914347,0.704973852
0.001,+5.014752E-03,1.69147495,0.57447961
0.002,+6.005704E-03,1.69167762,0.313483513
0.003,+6.999489E-03,1.69168281,0.0517203995
0.004,+7.988655E-03,1.69174918,-0.20910807
0.005,+8.975825E-03,1.69194102,-0.469255043
0.006,+9.965425E-03,1.69202821,-0.730205134
0.007,+1.049992E-02,1.6521069,-0.991108776
0.008,+1.049992E-02,1.49160021,-1.25206486
0.009,+1.049991E-02,1.29673945,-1.5128022
0.01,+1.049990E-02,1.05963197,-1.77375665
