VIN,ITOT,VOUT,VDROP
3.3,+3.242619E-03,1.19301774,-0.295436211
3.2,+3.206457E-03,1.1928961,-0.295451092
3.1,+3.191052E-03,1.19281066,-0.29545062
3.0,+3.179188E-03,1.19272233,-0.295450742
2.9,+3.168242E-03,1.19270416,-0.295455304
2.8,+3.157982E-03,1.19260482,-0.295451273
2.7,+3.148061E-03,1.19252418,-0.295452293
2.6,+3.138086E-03,1.19242808,-0.295434232
2.5,+3.128496E-03,1.19240292,-0.295453933
2.4,+3.119156E-03,1.19235837,-0.295455409
2.3,+3.109819E-03,1.19233566,-0.295463641
2.2,+3.100205E-03,1.19231858,-0.295458848
2.1,+3.086854E-03,1.19224978,-0.295487133
2.0,+3.048608E-03,1.19194063,-0.295486661
1.9,+2.883324E-03,1.11530483,-0.295511313
1.8,+2.686281E-03,1.01817212,-0.295529785
1.7,+2.485648E-03,0.920676771,-0.29550168
1.6,+2.284615E-03,0.823358963,-0.295543654
1.5,+2.084050E-03,0.726193786,-0.295575764
1.4,+1.884040E-03,0.629312335,-0.295571678
1.3,+1.684433E-03,0.532600902,-0.295599816
1.2,+1.485730E-03,0.436371716,-0.295622822
