IL,ITOT,VOUT,VDROP
0.0001,+3.414086E-03,1.49192573,0.714494758
0.0003,+3.581016E-03,1.49191992,0.661839496
0.0005,+3.772446E-03,1.49195391,0.609212193
0.001,+4.267005E-03,1.49191331,0.477647319
0.002,+5.260032E-03,1.49176083,0.213715654
0.003,+6.250874E-03,1.49196275,-0.0493412507
0.004,+7.239446E-03,1.49191315,-0.311537181
0.005,+8.231060E-03,1.49193647,-0.574606257
0.006,+9.222200E-03,1.49187176,-0.837719722
0.007,+1.021478E-02,1.49204457,-1.10086971
0.008,+1.049988E-02,1.47863192,-1.36378064
0.009,+1.049987E-02,1.22567111,-1.62686872
0.01,+1.049987E-02,0.989588947,-1.88999318
