VIN,ITOT,VOUT,VDROP
3.3,+3.156235E-03,2.00432148,1.01947744
3.2,+3.145736E-03,2.00434778,1.01947876
3.1,+3.133630E-03,2.00445826,1.01947819
3.0,+3.114225E-03,1.96112276,1.01530501
2.9,+2.848196E-03,1.93565952,1.01947701
2.8,+2.545960E-03,1.83706567,1.01951558
2.7,+2.242244E-03,1.7385149,1.01951479
2.6,+1.939332E-03,1.64017529,1.01949797
2.5,+1.637245E-03,1.5421233,1.01947238
2.4,+1.336435E-03,1.44447249,1.01948631
2.3,+1.036755E-03,1.34728728,1.01952007
2.2,+7.400670E-04,1.25107792,1.01952259
2.1,+4.485240E-04,1.15648085,1.01954999
2.0,+1.732195E-04,1.06728622,1.0195693
