VIN,ITOT,VOUT,VDROP
3.3,+3.216889E-03,1.98899915,1.00006081
3.2,+3.203724E-03,1.98893239,1.00008432
3.1,+3.192490E-03,1.98881812,1.00009074
3.0,+3.181031E-03,1.98880215,1.00008628
2.9,+3.164849E-03,1.98881119,1.00008917
2.8,+3.122275E-03,1.98898408,1.00006216
2.7,+2.939972E-03,1.94157011,1.00008953
2.6,+2.651741E-03,1.84633719,1.00004703
2.5,+2.358339E-03,1.75087032,1.00005691
2.4,+2.064835E-03,1.65574588,1.00007319
2.3,+1.772138E-03,1.56113526,1.00006464
2.2,+1.482942E-03,1.46744636,1.00006834
2.1,+1.196353E-03,1.37481097,1.00006583
2.0,+9.147185E-04,1.28380017,1.00008997
