IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.707878E-04,1.65429581,1.60706729,1.6299831617647058
0.0003,+4.649160E-04,1.65413788,1.55478707,1.577123161764706
0.0005,+6.623940E-04,1.6540665,1.50248011,1.5242631617647058
0.001,+1.156089E-03,1.65390742,1.37200189,1.3921131617647058
0.002,+2.147671E-03,1.65384236,1.11060843,1.1278131617647058
0.003,+3.139199E-03,1.65371703,0.849255517,0.8635131617647057
0.004,+4.130882E-03,1.65367899,0.587928738,0.5992131617647056
0.005,+5.122825E-03,1.65362114,0.326557783,0.33491316176470565
0.006,+6.116632E-03,1.65355832,0.0646005346,0.07061316176470567
0.007,+7.108077E-03,1.65353618,-0.196574888,-0.1936868382352943
0.008,+8.096928E-03,1.65350951,-0.457230396,-0.4579868382352945
0.009,+9.088704E-03,1.65348674,-0.718514291,-0.7222868382352945
0.01,+1.007930E-02,1.65347684,-0.979571011,-0.9865868382352945
