IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.554859E-04,1.50028473,1.45816385,1.4794001470588236
0.0003,+4.500521E-04,1.50014038,1.40590043,1.4265401470588235
0.0005,+6.472849E-04,1.50008931,1.35360351,1.3736801470588236
0.001,+1.142328E-03,1.5000029,1.22312996,1.2415301470588234
0.002,+2.133473E-03,1.49993846,0.961760243,0.9772301470588235
0.003,+3.124795E-03,1.49976356,0.700418874,0.7129301470588235
0.004,+4.116417E-03,1.4997057,0.439069991,0.4486301470588234
0.005,+5.110895E-03,1.49969781,0.177016156,0.18433014705882345
0.006,+6.102125E-03,1.49969022,-0.084204191,-0.07996985294117676
0.007,+7.090535E-03,1.49965841,-0.344685238,-0.34426985294117673
0.008,+8.082491E-03,1.49959776,-0.606020151,-0.6085698529411765
0.009,+9.073944E-03,1.49960775,-0.867295425,-0.8728698529411765
0.01,+1.006524E-02,1.49960573,-1.12857178,-1.137169852941177
