IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.624847E-04,1.64999819,1.60716793,1.6299831617647058
0.0003,+4.512308E-04,1.64979373,1.55476996,1.577123161764706
0.0005,+6.473578E-04,1.64970775,1.50240011,1.5242631617647058
0.001,+1.141123E-03,1.64956068,1.3717089,1.3921131617647058
0.002,+2.132404E-03,1.6493704,1.10988576,1.1278131617647058
0.003,+3.123921E-03,1.64921874,0.848017256,0.8635131617647057
0.004,+4.115536E-03,1.64914509,0.586230559,0.5992131617647056
0.005,+5.107685E-03,1.64903761,0.324408375,0.33491316176470565
0.006,+6.101934E-03,1.64901334,0.0619621321,0.07061316176470567
0.007,+7.093276E-03,1.64898037,-0.199677837,-0.1936868382352943
0.008,+8.082130E-03,1.64886681,-0.460708004,-0.4579868382352945
0.009,+9.073630E-03,1.64882469,-0.722469155,-0.7222868382352945
0.01,+1.006453E-02,1.64878399,-0.984002923,-0.9865868382352945
