IL,ITOT,VOUT,VDROP
0.0001,+4.199007E-03,-0.00403924386,0.814730047
0.0003,+4.365553E-03,-0.00403598367,0.762089995
0.0005,+4.557096E-03,-0.00403218981,0.709450956
0.001,+5.050931E-03,-0.00404562596,0.577877041
0.002,+6.042903E-03,-0.00405064758,0.314735252
0.003,+7.037992E-03,-0.00403862168,0.0507810718
0.004,+8.029816E-03,-0.00404398342,-0.212224109
0.005,+9.018996E-03,-0.00404364883,-0.47452224
0.006,+1.001106E-02,-0.00403581776,-0.737686804
0.007,+1.049986E-02,-0.0040750948,-1.00078665
0.008,+1.049986E-02,-0.00414655887,-1.26395783
0.009,+1.049985E-02,-0.00425102572,-1.52695056
0.01,+1.049984E-02,-0.0043702505,-1.79011066
