IL,ITOT,VOUT,VDROP
0.0001,+2.269472E-03,0.702530086,0.314654574
0.0003,+2.444978E-03,0.702460619,0.262034109
0.0005,+2.644179E-03,0.702157013,0.20863806
0.001,+3.146328E-03,0.701834158,0.0770820277
0.002,+4.144738E-03,0.701203494,-0.185944268
0.003,+5.140084E-03,0.70105185,-0.448280383
0.004,+6.134683E-03,0.70068289,-0.711492282
0.005,+7.127752E-03,0.70059147,-0.97456361
0.006,+8.121551E-03,0.7004706,-1.23773178
0.007,+9.114251E-03,0.700344384,-1.50069719
0.008,+1.010702E-02,0.700460039,-1.76386911
0.009,+1.049985E-02,0.698705768,-2.02702811
0.01,+1.049983E-02,0.67827607,-2.29017544
