IL,ITOT,VOUT,VDROP
0.0001,+3.434467E-03,1.29951909,0.614529188
0.0003,+3.605037E-03,1.29953589,0.561894423
0.0005,+3.797554E-03,1.29949967,0.50923076
0.001,+4.293826E-03,1.2992656,0.37762807
0.002,+5.289865E-03,1.29929411,0.11380596
0.003,+6.283873E-03,1.29948911,-0.149244513
0.004,+7.273101E-03,1.29945242,-0.411651025
0.005,+8.266188E-03,1.2993544,-0.674898999
0.006,+9.257731E-03,1.29932592,-0.93771219
0.007,+1.024975E-02,1.29931382,-1.20087245
0.008,+1.049986E-02,1.29776564,-1.46404825
0.009,+1.049985E-02,1.09221458,-1.72719241
0.01,+1.049984E-02,0.879233674,-1.99038849
