IL,ITOT,VOUT,VDROP
0.0001,+2.655313E-03,0.900898011,0.414722422
0.0003,+2.833382E-03,0.900880599,0.362088625
0.0005,+3.029281E-03,0.900903008,0.309453162
0.001,+3.531015E-03,0.900620746,0.177030392
0.002,+4.528061E-03,0.900398136,-0.0860451575
0.003,+5.520341E-03,0.899874131,-0.348513975
0.004,+6.513045E-03,0.899944746,-0.611470121
0.005,+7.506860E-03,0.899741871,-0.874598686
0.006,+8.499821E-03,0.899735005,-1.13775137
0.007,+9.492429E-03,0.899858948,-1.4008966
0.008,+1.048289E-02,0.89946496,-1.66408874
0.009,+1.049986E-02,0.897155515,-1.92708582
0.01,+1.049983E-02,0.688510866,-2.19021717
