IL,ITOT,VOUT,VDROP
0.0001,+2.855021E-03,1.00113988,0.464651552
0.0003,+3.030168E-03,1.00103765,0.412034668
0.0005,+3.224858E-03,1.00086859,0.359362381
0.001,+3.725428E-03,1.00065438,0.22705578
0.002,+4.721418E-03,1.00038342,-0.0360551608
0.003,+5.712849E-03,1.00027547,-0.298309733
0.004,+6.707619E-03,1.00031627,-0.561447227
0.005,+7.700011E-03,1.00025578,-0.82463526
0.006,+8.692456E-03,1.00024458,-1.08779521
0.007,+9.684533E-03,1.00010864,-1.35070789
0.008,+1.049987E-02,0.999459277,-1.6138864
0.009,+1.049985E-02,0.996902443,-1.87706646
0.01,+1.049984E-02,0.731210372,-2.1402155
