IL,ITOT,VOUT,VDROP
0.0001,+3.046725E-03,1.10003911,0.514521777
0.0003,+3.219701E-03,1.10010906,0.462117703
0.0005,+3.414139E-03,1.10003886,0.409483764
0.001,+3.913129E-03,1.10016568,0.277885651
0.002,+4.910779E-03,1.09986075,0.0139037715
0.003,+5.904305E-03,1.09992309,-0.249114703
0.004,+6.894942E-03,1.09969623,-0.511603192
0.005,+7.886754E-03,1.09958319,-0.774526862
0.006,+8.880189E-03,1.09963259,-1.03768026
0.007,+9.872447E-03,1.09944391,-1.30082187
0.008,+1.049986E-02,1.09843717,-1.56402669
0.009,+1.049985E-02,1.04863338,-1.82720441
0.01,+1.049984E-02,0.779609841,-2.09014964
