IL,ITOT,VOUT,VDROP,VISET
0.0001,+4.118269E-04,1.39722016,1.3619787,1.3790114705882353
0.0003,+6.011535E-04,1.39699477,1.30945076,1.3261514705882351
0.0005,+7.976295E-04,1.3969153,1.25691561,1.2732914705882352
0.001,+1.293725E-03,1.39673226,1.12561635,1.1411414705882352
0.002,+2.287040E-03,1.39662535,0.863008811,0.8768414705882351
0.003,+3.279877E-03,1.39654327,0.60045469,0.6125414705882352
0.004,+4.272813E-03,1.39640943,0.337903436,0.34824147058823507
0.005,+5.268012E-03,1.39639216,0.074673745,0.08394147058823509
0.006,+6.260646E-03,1.39632251,-0.187718876,-0.1803585294117649
0.007,+7.250166E-03,1.39623681,-0.449534998,-0.44465852941176487
0.008,+8.243491E-03,1.39623514,-0.712103065,-0.7089585294117651
0.009,+9.235226E-03,1.39619421,-0.974331258,-0.9732585294117646
0.01,+1.022784E-02,1.39616808,-1.23685725,-1.237558529411765
