IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.468579E-04,1.6482597,1.61109659,1.6299831617647058
0.0003,+4.337037E-04,1.64802059,1.55857825,1.577123161764706
0.0005,+6.290425E-04,1.64788696,1.50603822,1.5242631617647058
0.001,+1.123400E-03,1.64764791,1.37497178,1.3921131617647058
0.002,+2.115588E-03,1.64744609,1.11238066,1.1278131617647058
0.003,+3.108840E-03,1.64735457,0.849780346,0.8635131617647057
0.004,+4.101655E-03,1.64725812,0.587190513,0.5992131617647056
0.005,+5.095136E-03,1.64719246,0.324612279,0.33491316176470565
0.006,+6.090430E-03,1.64709032,0.0614239394,0.07061316176470567
0.007,+7.083109E-03,1.64703614,-0.200971596,-0.1936868382352943
0.008,+8.073443E-03,1.64695715,-0.462756084,-0.4579868382352945
0.009,+9.066516E-03,1.64690448,-0.725313673,-0.7222868382352945
0.01,+1.005849E-02,1.64692591,-0.987580313,-0.9865868382352945
