IL,ITOT,VOUT,VDROP
0.0001,+3.411144E-03,1.29588211,0.614500171
0.0003,+3.579457E-03,1.29579424,0.561877866
0.0005,+3.771224E-03,1.29568346,0.509233162
0.001,+4.266083E-03,1.29559373,0.377652233
0.002,+5.262576E-03,1.29547366,0.113629551
0.003,+6.253321E-03,1.29539619,-0.149444737
0.004,+7.242787E-03,1.29542753,-0.411658108
0.005,+8.235956E-03,1.29530551,-0.67489953
0.006,+9.225756E-03,1.29527874,-0.937752445
0.007,+1.021669E-02,1.29523551,-1.20090776
0.008,+1.049994E-02,1.29434541,-1.46408671
0.009,+1.049993E-02,1.09438001,-1.72725079
0.01,+1.049992E-02,0.881251682,-1.99042661
