IL,ITOT,VOUT,VDROP
0.0001,+3.792433E-03,1.49502273,0.714527933
0.0003,+3.959258E-03,1.49535359,0.661885484
0.0005,+4.150205E-03,1.49538683,0.609248531
0.001,+4.645145E-03,1.49526556,0.477638709
0.002,+5.639364E-03,1.49523778,0.213583679
0.003,+6.631630E-03,1.49519057,-0.0495719336
0.004,+7.619517E-03,1.49511866,-0.311671204
0.005,+8.610507E-03,1.49512086,-0.574818554
0.006,+9.602172E-03,1.49515764,-0.83799664
0.007,+1.049994E-02,1.49495729,-1.10118977
0.008,+1.049993E-02,1.42035313,-1.36412125
0.009,+1.049993E-02,1.2021881,-1.62729551
0.01,+1.049992E-02,0.980232856,-1.89047423
