IL,ITOT,VOUT,VDROP
0.0001,+3.218597E-03,1.19571663,0.564654841
0.0003,+3.386275E-03,1.19575531,0.512006412
0.0005,+3.580258E-03,1.19566878,0.459366326
0.001,+4.076066E-03,1.19567042,0.327756468
0.002,+5.072474E-03,1.19539179,0.0636503911
0.003,+6.065506E-03,1.19541585,-0.199377594
0.004,+7.053468E-03,1.1953811,-0.461539295
0.005,+8.045590E-03,1.19542022,-0.724746362
0.006,+9.037286E-03,1.19526348,-0.987862984
0.007,+1.002839E-02,1.19524287,-1.2510187
0.008,+1.049994E-02,1.19441444,-1.51398451
0.009,+1.049993E-02,1.05216936,-1.77717477
0.01,+1.049993E-02,0.83143329,-2.04033908
