IL,ITOT,VOUT,VDROP
0.0001,+3.027737E-03,1.09638553,0.514476835
0.0003,+3.197138E-03,1.09626076,0.462087208
0.0005,+3.391152E-03,1.09632578,0.409460652
0.001,+3.886705E-03,1.09628642,0.277880241
0.002,+4.884620E-03,1.09611181,0.0137248305
0.003,+5.877579E-03,1.09604436,-0.249320714
0.004,+6.866416E-03,1.09595006,-0.511664221
0.005,+7.857793E-03,1.09572183,-0.774563612
0.006,+8.849468E-03,1.09569711,-1.03773741
0.007,+9.841038E-03,1.09566139,-1.30092822
0.008,+1.049994E-02,1.09492605,-1.56410181
0.009,+1.049992E-02,1.05606068,-1.82728332
0.01,+1.049992E-02,0.781922817,-2.09024996
