IL,ITOT,VOUT,VDROP
0.0001,+4.170724E-03,1.6941117,0.814539975
0.0003,+4.333764E-03,1.69422881,0.761892415
0.0005,+4.524028E-03,1.69405109,0.709268195
0.001,+5.018406E-03,1.69407579,0.57766707
0.002,+6.009368E-03,1.69403886,0.314448638
0.003,+7.002914E-03,1.6940882,0.050367859
0.004,+7.995611E-03,1.69406708,-0.212689989
0.005,+8.983391E-03,1.69399096,-0.474829731
0.006,+9.974219E-03,1.69390736,-0.737996411
0.007,+1.049994E-02,1.65860179,-1.00113823
0.008,+1.049994E-02,1.49914064,-1.2642989
0.009,+1.049994E-02,1.30981077,-1.52725652
0.01,+1.049994E-02,1.07806557,-1.7904353
