VIN,ITOT,VOUT,VDROP
3.3,+3.221653E-03,0.793761263,-2.19008874
3.2,+3.209092E-03,0.793805045,-2.19008976
3.1,+3.197473E-03,0.793728078,-2.19004334
3.0,+3.186317E-03,0.793679496,-2.19010392
2.9,+3.175942E-03,0.793634907,-2.19007355
2.8,+3.165974E-03,0.793570663,-2.19004877
2.7,+3.156245E-03,0.793477135,-2.19009277
2.6,+3.146642E-03,0.793420507,-2.19013429
2.5,+3.137404E-03,0.793294308,-2.19010473
2.4,+3.128350E-03,0.793288968,-2.19010481
2.3,+3.119240E-03,0.793209673,-2.19010414
2.2,+3.110387E-03,0.793179729,-2.19010709
2.1,+3.101309E-03,0.793152984,-2.1901252
2.0,+3.092755E-03,0.793127566,-2.19010299
1.9,+3.084026E-03,0.793108091,-2.19013813
1.8,+3.074795E-03,0.793125384,-2.19012478
1.7,+3.059873E-03,0.793104247,-2.19006657
1.6,+2.998852E-03,0.762360656,-2.19010154
1.5,+2.899691E-03,0.66400868,-2.19014706
1.4,+2.795061E-03,0.56483854,-2.19013302
1.3,+2.689844E-03,0.465495451,-2.19023445
1.2,+2.584631E-03,0.366261368,-2.19024897
