VIN,ITOT,VOUT,VDROP
3.3,+3.219272E-03,1.99244548,0.50327342
3.2,+3.205261E-03,1.99235324,0.503257616
3.1,+3.194448E-03,1.99230183,0.503305121
3.0,+3.179111E-03,1.99238415,0.503300148
2.9,+3.132629E-03,1.99299206,0.503311079
2.8,+2.945542E-03,1.91279961,0.503229178
2.7,+2.745455E-03,1.81439009,0.503203336
2.6,+2.541604E-03,1.7159971,0.503177197
2.5,+2.337909E-03,1.61777803,0.50317951
2.4,+2.134616E-03,1.51966919,0.503150301
2.3,+1.931670E-03,1.42168081,0.503173625
2.2,+1.729158E-03,1.32402154,0.503158346
2.1,+1.526967E-03,1.22652492,0.503150365
2.0,+1.325591E-03,1.12932205,0.503148875
