IL,ITOT,VOUT,VDROP
0.0001,+9.291309E-04,1.19692691,1.15594656
0.0003,+1.131478E-03,1.19656667,1.10376093
0.0005,+1.331524E-03,1.1963319,1.05157651
0.001,+1.832578E-03,1.19624667,0.921124669
0.002,+2.825095E-03,1.19621126,0.66048154
0.003,+3.817462E-03,1.19606607,0.399664678
0.004,+4.810458E-03,1.19628739,0.137965337
0.005,+5.800634E-03,1.19638797,-0.12275034
0.006,+6.787783E-03,1.19624542,-0.382861918
0.007,+7.776775E-03,1.19664119,-0.64353512
0.008,+8.765095E-03,1.19661015,-0.904262605
0.009,+9.755440E-03,1.19672192,-1.16500084
0.01,+1.049986E-02,1.19607078,-1.42581443
