IL,ITOT,VOUT,VDROP
0.0001,+9.065861E-04,0.897761705,0.858867678
0.0003,+1.113823E-03,0.897454034,0.80664637
0.0005,+1.318598E-03,0.897307126,0.754465241
0.001,+1.821603E-03,0.897169095,0.6240701
0.002,+2.817127E-03,0.896730801,0.363190068
0.003,+3.812060E-03,0.896875372,0.101638427
0.004,+4.802742E-03,0.8969798,-0.159110705
0.005,+5.790306E-03,0.896793677,-0.419175395
0.006,+6.780607E-03,0.897040582,-0.680050322
0.007,+7.767997E-03,0.897118196,-0.940598138
0.008,+8.757566E-03,0.897154899,-1.20139045
0.009,+9.748735E-03,0.897384187,-1.46222803
0.01,+1.049987E-02,0.896731719,-1.72305648
