IL,ITOT,VOUT,VDROP
0.0001,+9.001343E-04,0.798579531,0.759765399
0.0003,+1.109293E-03,0.79788877,0.707605903
0.0005,+1.314068E-03,0.797832045,0.655427272
0.001,+1.819682E-03,0.797356564,0.525004216
0.002,+2.814022E-03,0.797433233,0.264332124
0.003,+3.808656E-03,0.797282844,0.00262434758
0.004,+4.800176E-03,0.79735999,-0.258092167
0.005,+5.787427E-03,0.797543169,-0.518223132
0.006,+6.777785E-03,0.797521006,-0.77883008
0.007,+7.765455E-03,0.797366583,-1.0396795
0.008,+8.755854E-03,0.797656147,-1.3004854
0.009,+9.745399E-03,0.797566305,-1.56134531
0.01,+1.049985E-02,0.79684838,-1.82215814
