IL,ITOT,VOUT,VDROP
0.0001,+9.611553E-04,1.69562274,1.65110613
0.0003,+1.153083E-03,1.69555583,1.59895908
0.0005,+1.350636E-03,1.69554756,1.54681022
0.001,+1.847069E-03,1.69537513,1.41636641
0.002,+2.839476E-03,1.69544028,1.15550972
0.003,+3.828851E-03,1.69533281,0.894661314
0.004,+4.818393E-03,1.69537005,0.63403671
0.005,+5.807615E-03,1.69540851,0.373253517
0.006,+6.801279E-03,1.69551458,0.111582874
0.007,+7.789818E-03,1.69568791,-0.149102097
0.008,+8.776816E-03,1.69576279,-0.409190677
0.009,+9.765579E-03,1.69580381,-0.669852102
0.01,+1.049987E-02,1.68209173,-0.930552725
