VIN,ITOT,VOUT,VDROP
3.3,+3.309914E-03,2.3696402,-1.37660035
3.2,+3.295659E-03,2.32075539,-1.37664917
3.1,+3.265366E-03,2.25790755,-1.37668721
3.0,+3.233293E-03,2.20804443,-1.37670013
2.9,+3.205560E-03,2.18458226,-1.37669137
2.8,+3.180975E-03,2.18977603,-1.3766589
2.7,+3.162036E-03,2.00023037,-1.37670934
2.6,+3.116318E-03,1.893996,-1.37674869
2.5,+3.049349E-03,1.58085136,-1.3768326
2.4,+2.957249E-03,1.49471832,-1.37688179
2.3,+2.853120E-03,1.39307128,-1.37688318
2.2,+2.747905E-03,1.29326052,-1.3768842
2.1,+2.642808E-03,1.19371116,-1.37692138
2.0,+2.537614E-03,1.09425425,-1.376983
1.9,+2.432370E-03,0.994840641,-1.37700309
1.8,+2.327486E-03,0.895585283,-1.37704989
1.7,+2.222473E-03,0.796296151,-1.37708045
1.6,+2.117523E-03,0.697049673,-1.37711311
