IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.535893E-04,1.69526888,1.6512325,1.6801774999999999
0.0003,+1.146147E-03,1.69507366,1.59908902,1.6273175
0.0005,+1.344720E-03,1.69497103,1.54691999,1.5744574999999998
0.001,+1.843113E-03,1.69491949,1.41646758,1.4423074999999999
0.002,+2.835285E-03,1.69485829,1.15560303,1.1780074999999999
0.003,+3.826409E-03,1.69494105,0.894738681,0.9137074999999999
0.004,+4.815641E-03,1.69488984,0.634105873,0.6494074999999999
0.005,+5.805338E-03,1.69503839,0.373272542,0.38510749999999994
0.006,+6.798343E-03,1.69513223,0.111624567,0.12080749999999973
0.007,+7.787981E-03,1.69524862,-0.14906925,-0.14349250000000024
0.008,+8.774591E-03,1.69532799,-0.409233796,-0.4077925
0.009,+9.762749E-03,1.69527367,-0.669840204,-0.6720925
0.01,+1.049988E-02,1.68185915,-0.930555436,-0.9363925
