IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.203377E-04,1.19644617,1.15592041,1.1782341176470588
0.0003,+1.122787E-03,1.19613444,1.10376539,1.1253741176470589
0.0005,+1.325996E-03,1.19606629,1.05156828,1.0725141176470587
0.001,+1.827968E-03,1.19582974,0.921140939,0.9403641176470587
0.002,+2.820413E-03,1.19569007,0.660512441,0.6760641176470588
0.003,+3.812138E-03,1.19558651,0.399706368,0.41176411764705867
0.004,+4.806207E-03,1.19557716,0.138005695,0.1474641176470588
0.005,+5.794927E-03,1.19584214,-0.122700505,-0.1168358823529414
0.006,+6.784121E-03,1.19588536,-0.382808549,-0.3811358823529414
0.007,+7.772364E-03,1.19598703,-0.643443759,-0.6454358823529414
0.008,+8.763284E-03,1.19617738,-0.904135342,-0.9097358823529411
0.009,+9.751053E-03,1.19607905,-1.16491297,-1.174035882352941
0.01,+1.049987E-02,1.19542716,-1.42567135,-1.438335882352941
