IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.326965E-04,1.39550053,1.35414077,1.3790114705882353
0.0003,+1.131888E-03,1.39551079,1.3019576,1.3261514705882351
0.0005,+1.333420E-03,1.39544922,1.24976812,1.2732914705882352
0.001,+1.831803E-03,1.39508636,1.1193715,1.1411414705882352
0.002,+2.826487E-03,1.39485938,0.858517371,0.8768414705882351
0.003,+3.817228E-03,1.39477809,0.597647331,0.6125414705882352
0.004,+4.809511E-03,1.39511222,0.336808838,0.34824147058823507
0.005,+5.801379E-03,1.39533749,0.0753209335,0.08394147058823509
0.006,+6.789518E-03,1.39540811,-0.185363746,-0.1803585294117649
0.007,+7.776561E-03,1.39539042,-0.445441337,-0.44465852941176487
0.008,+8.767385E-03,1.39536036,-0.706240224,-0.7089585294117651
0.009,+9.755480E-03,1.39560868,-0.96678466,-0.9732585294117646
0.01,+1.049987E-02,1.39501175,-1.22755576,-1.237558529411765
