IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.415162E-04,1.49571545,1.45299886,1.4794001470588236
0.0003,+1.137444E-03,1.49538022,1.40080777,1.4265401470588235
0.0005,+1.338523E-03,1.49534331,1.34864775,1.3736801470588236
0.001,+1.835556E-03,1.49514773,1.21846204,1.2415301470588234
0.002,+2.829002E-03,1.49532537,0.957582144,0.9772301470588235
0.003,+3.821488E-03,1.49537949,0.696772184,0.7129301470588235
0.004,+4.811534E-03,1.49546861,0.435918327,0.4486301470588234
0.005,+5.804806E-03,1.49547009,0.174346599,0.18433014705882345
0.006,+6.794329E-03,1.49560314,-0.0863987752,-0.07996985294117676
0.007,+7.780678E-03,1.49566573,-0.346341241,-0.34426985294117673
0.008,+8.769479E-03,1.49569114,-0.607153507,-0.6085698529411765
0.009,+9.759489E-03,1.49580521,-0.867913191,-0.8728698529411765
0.01,+1.049987E-02,1.49525423,-1.12871591,-1.137169852941177
