VIN,ITOT,VOUT,VDROP
1.8,+3.731592E-03,1.6190559,0.82218453
1.775,+3.707539E-03,1.61846487,0.822150387
1.75,+3.683298E-03,1.61789639,0.822195574
1.725,+3.658309E-03,1.61726383,0.822138887
1.7,+3.632287E-03,1.61647666,0.822173143
1.675,+3.604557E-03,1.61589388,0.822150785
1.65,+3.579858E-03,1.61506266,0.822219198
1.625,+3.552161E-03,1.61417016,0.822196364
1.6,+3.448208E-03,1.59765692,0.8222072
1.575,+3.279395E-03,1.57272227,0.822191138
1.55,+3.114759E-03,1.54771431,0.822226381
1.525,+2.955394E-03,1.52278062,0.822235538
1.5,+2.802870E-03,1.4977955,0.822264198
1.475,+2.658374E-03,1.47285156,0.822225536
1.45,+2.521678E-03,1.44787845,0.822242846
1.425,+2.393599E-03,1.42291906,0.822246043
1.4,+2.273264E-03,1.39794207,0.822259439
1.375,+2.159123E-03,1.37297013,0.822231223
1.35,+2.050688E-03,1.34799697,0.822253265
1.325,+1.947176E-03,1.32304422,0.822248448
1.3,+1.847105E-03,1.29804935,0.822254366
1.275,+1.749384E-03,1.2730904,0.822313074
1.25,+1.653007E-03,1.24812911,0.822295497
1.225,+1.557752E-03,1.22317729,0.822255781
1.2,+1.462388E-03,1.1982309,0.822282426
1.175,+1.367624E-03,1.17324222,0.822298538
1.15,+1.272982E-03,1.1482906,0.822316146
1.125,+1.178657E-03,1.12332876,0.82229359
1.1,+1.084767E-03,1.09837611,0.822311809
1.075,+9.906982E-04,1.07340697,0.822301024
1.05,+8.971088E-04,1.04846577,0.822304026
1.025,+8.036289E-04,1.02348661,0.822256823
1.0,+7.105622E-04,0.998565592,0.82231986
