IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.711633E-04,0.62907218,0.583042879,0.5759020588235294
0.0003,+1.166799E-03,0.629469435,0.53119356,0.5230420588235294
0.0005,+1.362522E-03,0.629952636,0.479232355,0.47018205882352937
0.001,+1.847466E-03,0.630444407,0.349023148,0.3380320588235294
0.002,+2.815076E-03,0.630767972,0.0879281045,0.0737320588235294
0.003,+3.776405E-03,0.630887498,-0.17219835,-0.1905679411764707
0.004,+4.733150E-03,0.631181711,-0.431584558,-0.45486794117647056
0.005,+5.694204E-03,0.631445153,-0.691782142,-0.7191679411764705
0.006,+6.654870E-03,0.631920617,-0.952044893,-0.9834679411764705
0.007,+7.620370E-03,0.632398514,-1.2123383,-1.2477679411764706
0.008,+8.578028E-03,0.632594714,-1.47219352,-1.5120679411764706
0.009,+9.540252E-03,0.632976556,-1.73237808,-1.7763679411764706
0.01,+1.050007E-02,0.633231851,-1.99258594,-2.040667941176471
