IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.709550E-04,1.22219927,1.18151377,1.1782341176470588
0.0003,+1.169283E-03,1.22226393,1.12922684,1.1253741176470589
0.0005,+1.361841E-03,1.22232745,1.07703134,1.0725141176470587
0.001,+1.842524E-03,1.22212366,0.946532958,0.9403641176470587
0.002,+2.800390E-03,1.22214907,0.685938823,0.6760641176470588
0.003,+3.755601E-03,1.22215163,0.425236301,0.41176411764705867
0.004,+4.713541E-03,1.22206607,0.163816392,0.1474641176470588
0.005,+5.668462E-03,1.22177841,-0.0967505133,-0.1168358823529414
0.006,+6.619648E-03,1.22162972,-0.356784517,-0.3811358823529414
0.007,+7.574932E-03,1.22150782,-0.61734279,-0.6454358823529414
0.008,+8.528979E-03,1.22147467,-0.877828586,-0.9097358823529411
0.009,+9.485635E-03,1.22117796,-1.13841031,-1.174035882352941
0.01,+1.044243E-02,1.22099277,-1.39890842,-1.438335882352941
