IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.646036E-04,0.725632482,0.681720874,0.6762907352941177
0.0003,+1.156655E-03,0.725026912,0.629534184,0.6234307352941176
0.0005,+1.348178E-03,0.72455509,0.577682927,0.5705707352941176
0.001,+1.830327E-03,0.724635386,0.447536064,0.43842073529411757
0.002,+2.798416E-03,0.724668544,0.186247928,0.17412073529411753
0.003,+3.760838E-03,0.724558474,-0.0742247411,-0.09017926470588244
0.004,+4.721304E-03,0.724160143,-0.334047901,-0.35447926470588254
0.005,+5.683506E-03,0.723851468,-0.594367534,-0.6187792647058825
0.006,+6.644244E-03,0.723303843,-0.854525116,-0.8830792647058825
0.007,+7.602824E-03,0.72305156,-1.11449156,-1.1473792647058825
0.008,+8.563740E-03,0.723223677,-1.37438372,-1.4116792647058827
0.009,+9.525594E-03,0.723665845,-1.63443247,-1.6759792647058827
0.01,+1.049184E-02,0.724174063,-1.89435815,-1.9402792647058826
