VIN,ITOT,VOUT,VDROP
1.8,+3.734020E-03,0.803589928,0.0188367166
1.775,+3.713571E-03,0.803277136,0.0189240105
1.75,+3.696698E-03,0.803505476,0.0190405014
1.725,+3.676121E-03,0.803049788,0.019154168
1.7,+3.657206E-03,0.802983545,0.0192204932
1.675,+3.639893E-03,0.802680583,0.0193058717
1.65,+3.620706E-03,0.802763431,0.0194108595
1.625,+3.600315E-03,0.802619093,0.0195868817
1.6,+3.581573E-03,0.802464543,0.0198504534
1.575,+3.561246E-03,0.802474191,0.0201537246
1.55,+3.541655E-03,0.802585579,0.0204691912
1.525,+3.521212E-03,0.802606771,0.0207326489
1.5,+3.500920E-03,0.802639135,0.0210728453
1.475,+3.481118E-03,0.802921654,0.0214349055
1.45,+3.461101E-03,0.803083308,0.0217360029
1.425,+3.441233E-03,0.803369864,0.0220674899
1.4,+3.421030E-03,0.803842953,0.0223702663
1.375,+3.401279E-03,0.804155264,0.022651115
1.35,+3.381785E-03,0.80446075,0.0229659283
1.325,+3.361308E-03,0.80477917,0.0232813504
1.3,+3.341172E-03,0.805121741,0.0234809904
1.275,+3.320793E-03,0.805623482,0.0237324585
1.25,+3.299766E-03,0.805913185,0.023965699
1.225,+3.278380E-03,0.806350047,0.0241758664
1.2,+3.257182E-03,0.806777869,0.0244167432
1.175,+3.233629E-03,0.806961294,0.0246506925
1.15,+3.208667E-03,0.807318949,0.0248424821
1.125,+3.183144E-03,0.807548638,0.0250141454
1.1,+3.153250E-03,0.807403785,0.0251818195
1.075,+3.120120E-03,0.807225222,0.0253564962
1.05,+3.083752E-03,0.806440312,0.0254084966
1.025,+3.042421E-03,0.805575487,0.0253861325
1.0,+3.002171E-03,0.803665957,0.0250847655
