IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.533681E-04,1.61915241,1.57938078,1.5797888235294117
0.0003,+1.148093E-03,1.61905881,1.5269324,1.5269288235294118
0.0005,+1.341862E-03,1.61903145,1.47457956,1.474068823529412
0.001,+1.822541E-03,1.61898487,1.34391934,1.341918823529412
0.002,+2.778583E-03,1.6189288,1.08281659,1.077618823529412
0.003,+3.732775E-03,1.61899502,0.822151672,0.8133188235294119
0.004,+4.685728E-03,1.61897875,0.561411149,0.5490188235294118
0.005,+5.638429E-03,1.61912116,0.300776327,0.2847188235294118
0.006,+6.593668E-03,1.61915126,0.039447137,0.020418823529411823
0.007,+7.546004E-03,1.61922942,-0.221169321,-0.24388117647058816
0.008,+8.495801E-03,1.61922887,-0.480985565,-0.5081811764705884
0.009,+9.448771E-03,1.61916908,-0.741606234,-0.7724811764705883
0.01,+1.040233E-02,1.61929856,-1.00218853,-1.0367811764705883
