VIN,ITOT,VOUT,VDROP
3.3,+3.285028E-03,0.967354478,-2.18604582
3.2,+3.300977E-03,0.986800824,-2.18607798
3.1,+3.313037E-03,1.00148873,-2.18607786
3.0,+3.322142E-03,1.01206967,-2.18607641
2.9,+3.330260E-03,1.01378898,-2.18611559
2.8,+3.316446E-03,0.995664027,-2.18618094
2.7,+3.292829E-03,0.967243162,-2.18621128
2.6,+3.266272E-03,0.93720615,-2.18625516
2.5,+3.238496E-03,0.913566128,-2.1862384
2.4,+3.213839E-03,0.894841535,-2.18624008
2.3,+3.188498E-03,0.876928835,-2.18623459
2.2,+3.162938E-03,0.859520742,-2.18623327
2.1,+3.136877E-03,0.843832366,-2.18620601
2.0,+3.110391E-03,0.832173622,-2.18619385
1.9,+3.085365E-03,0.821111057,-2.1861927
1.8,+3.061572E-03,0.796760479,-2.18618886
1.7,+3.015426E-03,0.788647085,-2.18618349
1.6,+2.918276E-03,0.690273051,-2.18619073
1.5,+2.813200E-03,0.590775972,-2.18621498
1.4,+2.707979E-03,0.49126227,-2.18627425
1.3,+2.602990E-03,0.391636204,-2.18629976
1.2,+2.497540E-03,0.292094174,-2.18636012
