IL,ITOT,VOUT,VDROP
0.0001,+3.821203E-03,-0.00431865169,0.713517676
0.0003,+3.982465E-03,-0.00431498778,0.660932749
0.0005,+4.172367E-03,-0.00431668562,0.608356992
0.001,+4.665944E-03,-0.00431896968,0.476916379
0.002,+5.658491E-03,-0.00432290458,0.213248158
0.003,+6.648646E-03,-0.00433071906,-0.0495684755
0.004,+7.634033E-03,-0.00434760343,-0.311523226
0.005,+8.621507E-03,-0.00434056874,-0.574357016
0.006,+9.610559E-03,-0.00435613963,-0.837267661
0.007,+1.049986E-02,-0.00435706874,-1.10010124
0.008,+1.049985E-02,-0.00439632642,-1.36280271
0.009,+1.049984E-02,-0.00447944032,-1.62567502
0.01,+1.049983E-02,-0.00455598409,-1.88853747
