IL,ITOT,VOUT,VDROP
0.0001,+3.236957E-03,-0.00442036162,0.563632175
0.0003,+3.403409E-03,-0.00442228068,0.511072441
0.0005,+3.595460E-03,-0.00441948505,0.458492509
0.001,+4.090908E-03,-0.00442780833,0.327075661
0.002,+5.086004E-03,-0.00442674926,0.0634556187
0.003,+6.076409E-03,-0.0044297661,-0.199221593
0.004,+7.062785E-03,-0.00443530758,-0.461175664
0.005,+8.052682E-03,-0.0044493825,-0.724026803
0.006,+9.042487E-03,-0.00444668365,-0.986809821
0.007,+1.003151E-02,-0.00445646973,-1.24961793
0.008,+1.049985E-02,-0.00446840437,-1.51223099
0.009,+1.049984E-02,-0.00452651249,-1.77511205
0.01,+1.049984E-02,-0.00460443609,-2.03792829
