IL,ITOT,VOUT,VDROP
0.0001,+2.452663E-03,-0.00457041295,0.363815722
0.0003,+2.624196E-03,-0.00457180662,0.311235456
0.0005,+2.819829E-03,-0.00457216886,0.258696077
0.001,+3.323207E-03,-0.00458197153,0.126590159
0.002,+4.322185E-03,-0.00458410903,-0.136045414
0.003,+5.311469E-03,-0.00458783377,-0.398023723
0.004,+6.304373E-03,-0.00458629355,-0.660855755
0.005,+7.295175E-03,-0.00458579858,-0.923542485
0.006,+8.285092E-03,-0.00460324981,-1.18607316
0.007,+9.274522E-03,-0.0046037835,-1.44885984
0.008,+1.026264E-02,-0.00461361382,-1.71161984
0.009,+1.049985E-02,-0.00462559547,-1.97439628
0.01,+1.049983E-02,-0.00467793536,-2.2369374
