IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.629353E-04,1.5492348,1.50788644,1.5295944852941177
0.0003,+4.531867E-04,1.54922222,1.4555224,1.4767344852941178
0.0005,+6.485631E-04,1.54893135,1.40314894,1.4238744852941176
0.001,+1.144001E-03,1.54901531,1.27221624,1.2917244852941177
0.002,+2.135437E-03,1.54891559,1.01038581,1.0274244852941177
0.003,+3.127735E-03,1.54882636,0.748562663,0.7631244852941176
0.004,+4.117260E-03,1.54852519,0.486976197,0.4988244852941177
0.005,+5.113472E-03,1.54866821,0.224293563,0.23452448529411773
0.006,+6.104445E-03,1.54851929,-0.037404107,-0.029775514705882244
0.007,+7.093825E-03,1.54862644,-0.298391243,-0.2940755147058822
0.008,+8.085398E-03,1.54855052,-0.560136023,-0.5583755147058824
0.009,+9.076282E-03,1.54847679,-0.821689343,-0.8226755147058824
0.01,+1.006762E-02,1.54850413,-1.08346396,-1.0869755147058824
