IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.603265E-04,1.59954368,1.5575291,1.5797888235294117
0.0003,+4.501149E-04,1.59951011,1.50513905,1.5269288235294118
0.0005,+6.472633E-04,1.59965186,1.45278853,1.474068823529412
0.001,+1.141074E-03,1.59930123,1.3218633,1.341918823529412
0.002,+2.133050E-03,1.59923143,1.06003849,1.077618823529412
0.003,+3.123034E-03,1.59900487,0.798420653,0.8133188235294119
0.004,+4.114705E-03,1.59895273,0.536589918,0.5490188235294118
0.005,+5.106738E-03,1.59903856,0.274782209,0.2847188235294118
0.006,+6.101591E-03,1.59888525,0.0122429624,0.020418823529411823
0.007,+7.093013E-03,1.59898298,-0.249364417,-0.24388117647058816
0.008,+8.081081E-03,1.59891001,-0.510340625,-0.5081811764705884
0.009,+9.073235E-03,1.5987241,-0.772105284,-0.7724811764705883
0.01,+1.006486E-02,1.59874938,-1.03387445,-1.0367811764705883
