IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.787582E-04,1.49888818,1.45805409,1.4794001470588236
0.0003,+4.680488E-04,1.49880333,1.40566911,1.4265401470588235
0.0005,+6.646340E-04,1.49870987,1.35329318,1.3736801470588236
0.001,+1.158411E-03,1.49859553,1.22257796,1.2415301470588234
0.002,+2.149935E-03,1.49847496,0.960740389,0.9772301470588235
0.003,+3.141885E-03,1.49840278,0.698926645,0.7129301470588235
0.004,+4.133497E-03,1.49832221,0.437124951,0.4486301470588234
0.005,+5.128460E-03,1.49823653,0.174563207,0.18433014705882345
0.006,+6.119648E-03,1.49825149,-0.0871117812,-0.07996985294117676
0.007,+7.107955E-03,1.49818001,-0.348030784,-0.34426985294117673
0.008,+8.099286E-03,1.49812689,-0.60982001,-0.6085698529411765
0.009,+9.091580E-03,1.49815444,-0.871575969,-0.8728698529411765
0.01,+1.008336E-02,1.49815524,-1.13335958,-1.137169852941177
