IL,ITOT,VOUT,VDROP
0.0001,+3.213364E-03,1.20032892,0.564583912
0.0003,+3.382688E-03,1.20029508,0.511924333
0.0005,+3.576410E-03,1.20023574,0.459328047
0.001,+4.071304E-03,1.20008518,0.327713622
0.002,+5.068769E-03,1.19998119,0.0638270776
0.003,+6.061366E-03,1.19987361,-0.199153716
0.004,+7.050757E-03,1.19980391,-0.461446008
0.005,+8.043358E-03,1.1997392,-0.724609375
0.006,+9.034946E-03,1.19946172,-0.987694332
0.007,+1.002780E-02,1.19967011,-1.2508513
0.008,+1.049988E-02,1.1982897,-1.51377381
0.009,+1.049986E-02,1.05100355,-1.7769307
0.01,+1.049986E-02,0.830568398,-2.04006816
