IL,ITOT,VOUT,VDROP
0.0001,+3.405873E-03,1.30009158,0.614480759
0.0003,+3.574336E-03,1.29994029,0.561842278
0.0005,+3.767845E-03,1.29997995,0.509162689
0.001,+4.262674E-03,1.30017147,0.377604005
0.002,+5.257100E-03,1.29973308,0.113790976
0.003,+6.251149E-03,1.29985549,-0.149228378
0.004,+7.240057E-03,1.29974996,-0.411646344
0.005,+8.232919E-03,1.2999297,-0.67479663
0.006,+9.224130E-03,1.2998242,-0.937648853
0.007,+1.021664E-02,1.29984913,-1.20075508
0.008,+1.049988E-02,1.29831354,-1.4639066
0.009,+1.049986E-02,1.09450746,-1.72705274
0.01,+1.049986E-02,0.880501956,-1.99021886
