IL,ITOT,VOUT,VDROP
0.0001,+2.439770E-03,0.802100713,0.364625096
0.0003,+2.614474E-03,0.802052051,0.312007026
0.0005,+2.809437E-03,0.801755029,0.259328511
0.001,+3.310862E-03,0.801527961,0.127087344
0.002,+4.307997E-03,0.801183443,-0.13592311
0.003,+5.300133E-03,0.800918461,-0.398258264
0.004,+6.294794E-03,0.800621047,-0.661477008
0.005,+7.287910E-03,0.800633106,-0.924557155
0.006,+8.280216E-03,0.800569412,-1.18741319
0.007,+9.273051E-03,0.800490213,-1.45056629
0.008,+1.026475E-02,0.800462722,-1.71371023
0.009,+1.049988E-02,0.798348282,-1.97686751
0.01,+1.049985E-02,0.679042,-2.23978197
