IL,ITOT,VOUT,VDROP
0.0001,+3.788466E-03,1.49959838,0.714452059
0.0003,+3.955122E-03,1.49953731,0.661840405
0.0005,+4.146305E-03,1.49954938,0.609194654
0.001,+4.641530E-03,1.49953806,0.477587237
0.002,+5.635779E-03,1.49936527,0.213704899
0.003,+6.627864E-03,1.49936759,-0.049374348
0.004,+7.616012E-03,1.49927174,-0.311633843
0.005,+8.607251E-03,1.49927325,-0.574749738
0.006,+9.600594E-03,1.49949921,-0.837875921
0.007,+1.049988E-02,1.49927095,-1.10103885
0.008,+1.049988E-02,1.42224319,-1.36394958
0.009,+1.049987E-02,1.2027917,-1.62708338
0.01,+1.049986E-02,0.979678092,-1.89025792
