VIN,ITOT,VOUT,VDROP
3.3,+3.336026E-03,1.59052937,-1.38328005
3.2,+3.212401E-03,1.59046146,-1.38329562
3.1,+3.176148E-03,1.59032428,-1.38332129
3.0,+3.153798E-03,1.5902329,-1.38330584
2.9,+3.136557E-03,1.59012256,-1.38328149
2.8,+3.121487E-03,1.59005023,-1.3832699
2.7,+3.107883E-03,1.58996031,-1.38327159
2.6,+3.095145E-03,1.58991928,-1.38327843
2.5,+3.081965E-03,1.58987122,-1.38328309
2.4,+3.063037E-03,1.58973126,-1.38327972
2.3,+3.022039E-03,1.58918713,-1.38327305
2.2,+2.936559E-03,1.52052693,-1.38330394
2.1,+2.838170E-03,1.42354838,-1.38332214
2.0,+2.736018E-03,1.32535707,-1.38333369
1.9,+2.633328E-03,1.22691,-1.38337884
1.8,+2.530262E-03,1.12856123,-1.38340349
1.7,+2.427288E-03,1.03015054,-1.38342694
1.6,+2.324359E-03,0.931804366,-1.38346187
