IL,ITOT,VOUT,VDROP
0.0001,+3.996845E-03,1.59749243,0.763595815
0.0003,+4.172831E-03,1.59755924,0.711070237
0.0005,+4.366058E-03,1.5975009,0.658515824
0.001,+4.861521E-03,1.5974117,0.527127057
0.002,+5.853484E-03,1.59741068,0.264647054
0.003,+6.848171E-03,1.5972672,0.00110548123
0.004,+7.840123E-03,1.59734865,-0.261411268
0.005,+8.831226E-03,1.59730832,-0.52345066
0.006,+9.821807E-03,1.59733674,-0.78591511
0.007,+1.049986E-02,1.59655253,-1.04863176
0.008,+1.049986E-02,1.43469605,-1.31133792
0.009,+1.049985E-02,1.24793654,-1.57403277
0.01,+1.049985E-02,1.01823718,-1.83672762
