IL,ITOT,VOUT,VDROP,VISET
0.0001,+7.971866E-04,0.702796686,0.662677033,0.6762907352941177
0.0003,+1.030615E-03,0.701345742,0.610267158,0.6234307352941176
0.0005,+1.249307E-03,0.700545598,0.5578714,0.5705707352941176
0.001,+1.771790E-03,0.699648743,0.426877819,0.43842073529411757
0.002,+2.788416E-03,0.699091678,0.164073561,0.17412073529411753
0.003,+3.790184E-03,0.698836405,-0.0977943367,-0.09017926470588244
0.004,+4.785692E-03,0.698663527,-0.358994229,-0.35447926470588254
0.005,+5.780082E-03,0.698700948,-0.620779688,-0.6187792647058825
0.006,+6.775398E-03,0.698473316,-0.882658969,-0.8830792647058825
0.007,+7.768170E-03,0.698541271,-1.14458425,-1.1473792647058825
0.008,+8.761189E-03,0.698654612,-1.40651832,-1.4116792647058827
0.009,+9.754997E-03,0.698837738,-1.66845338,-1.6759792647058827
0.01,+1.049988E-02,0.69787996,-1.93020438,-1.9402792647058826
