IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.090078E-04,0.604363601,0.563120852,0.5759020588235294
0.0003,+1.037416E-03,0.602838773,0.510744156,0.5230420588235294
0.0005,+1.255076E-03,0.602039277,0.458338873,0.47018205882352937
0.001,+1.777908E-03,0.601227165,0.327369116,0.3380320588235294
0.002,+2.791387E-03,0.600304135,0.0646213344,0.0737320588235294
0.003,+3.793993E-03,0.599945805,-0.197179161,-0.1905679411764707
0.004,+4.787421E-03,0.599686448,-0.458266129,-0.45486794117647056
0.005,+5.782069E-03,0.599547319,-0.720213142,-0.7191679411764705
0.006,+6.776592E-03,0.599683357,-0.982079675,-0.9834679411764705
0.007,+7.771580E-03,0.599744924,-1.24403863,-1.2477679411764706
0.008,+8.764251E-03,0.599784986,-1.50582462,-1.5120679411764706
0.009,+9.757675E-03,0.59981396,-1.76775033,-1.7763679411764706
0.01,+1.049987E-02,0.598981096,-2.02968159,-2.040667941176471
