IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.224192E-04,1.29940665,1.25949137,1.2786227941176471
0.0003,+1.052865E-03,1.29852836,1.2071118,1.2257627941176472
0.0005,+1.270359E-03,1.29806747,1.15470298,1.172902794117647
0.001,+1.788110E-03,1.29747988,1.0237173,1.040752794117647
0.002,+2.798246E-03,1.29701342,0.761662188,0.7764527941176471
0.003,+3.797753E-03,1.29686896,0.499900616,0.512152794117647
0.004,+4.798045E-03,1.29697516,0.237069538,0.24785279411764694
0.005,+5.793137E-03,1.29699924,-0.0248442972,-0.016447205882353044
0.006,+6.783239E-03,1.29689866,-0.285961043,-0.280747205882353
0.007,+7.777024E-03,1.29698676,-0.547917899,-0.5450472058823532
0.008,+8.769931E-03,1.29711135,-0.809646996,-0.809347205882353
0.009,+9.762540E-03,1.29718965,-1.07157295,-1.0736472058823525
0.01,+1.049987E-02,1.29652748,-1.33354215,-1.337947205882353
