IL,ITOT,VOUT,VDROP
0.0001,+2.781247E-03,0.994399848,0.462409338
0.0003,+2.973956E-03,0.994353171,0.410265273
0.0005,+3.169152E-03,0.994291628,0.358068813
0.001,+3.670960E-03,0.994700396,0.226895223
0.002,+4.664331E-03,0.994340691,-0.0338587427
0.003,+5.653647E-03,0.994343938,-0.293720799
0.004,+6.644924E-03,0.994349936,-0.554542543
0.005,+7.635920E-03,0.994503228,-0.815332287
0.006,+8.625878E-03,0.994646485,-1.07613369
0.007,+9.613755E-03,0.99465676,-1.33672507
0.008,+1.049992E-02,0.994222526,-1.59750455
0.009,+1.049990E-02,0.992922645,-1.85830489
0.01,+1.049989E-02,0.71853947,-2.11912209
