IL,ITOT,VOUT,VDROP
0.0001,+2.016328E-03,0.597169059,0.264472591
0.0003,+2.213279E-03,0.597056012,0.211434724
0.0005,+2.412529E-03,0.597005118,0.159265385
0.001,+2.911012E-03,0.596789695,0.0289236574
0.002,+3.906112E-03,0.596435153,-0.231668857
0.003,+4.895797E-03,0.596496452,-0.491709567
0.004,+5.886082E-03,0.596356137,-0.752224057
0.005,+6.877410E-03,0.596529856,-1.01294407
0.006,+7.868462E-03,0.596604658,-1.27367854
0.007,+8.858336E-03,0.596799782,-1.53443369
0.008,+9.847817E-03,0.596567751,-1.7951841
0.009,+1.049991E-02,0.596006283,-2.05571295
0.01,+1.049988E-02,0.593633352,-2.31643064
