IL,ITOT,VOUT,VDROP
0.0001,+3.554486E-03,1.39233199,0.660693048
0.0003,+3.742706E-03,1.3926109,0.608518729
0.0005,+3.939162E-03,1.39226177,0.556353512
0.001,+4.433890E-03,1.39245159,0.425851119
0.002,+5.428601E-03,1.39251227,0.164107198
0.003,+6.420759E-03,1.39248809,-0.0967118229
0.004,+7.407902E-03,1.3924882,-0.356863844
0.005,+8.397823E-03,1.39262443,-0.617561114
0.006,+9.387389E-03,1.39272479,-0.878385302
0.007,+1.037863E-02,1.39318515,-1.13925852
0.008,+1.049991E-02,1.37394117,-1.40013191
0.009,+1.049990E-02,1.13844265,-1.66103432
0.01,+1.049989E-02,0.914698628,-1.92171135
